Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
800 BLOCK OF SW 15TH AVE,22-902164,Property,Goose Hollow,1/21/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.520381680,-122.687763514,1/22/2022,1
800 BLOCK OF SW 61ST DR,22-28158,Property,Sylvan-Highlands,1/29/2022,1400,Larceny Offenses,Theft From Motor Vehicle,45.515974025,-122.739944483,1/30/2022,1
800 BLOCK OF SW ALDER ST,22-900964,Property,Downtown,1/3/2022,2230,Vandalism,Vandalism,45.520385678,-122.680480741,1/4/2022,1
800 BLOCK OF SW ALDER ST,22-900997,Property,Downtown,1/3/2022,2030,Larceny Offenses,Theft From Motor Vehicle,45.520385678,-122.680480741,1/3/2022,1
800 BLOCK OF SW BROADWAY,22-11083,Property,Downtown,1/12/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.518363056,-122.680219638,1/13/2022,1
800 BLOCK OF SW BROADWAY,22-11083,Property,Downtown,1/12/2022,2200,Vandalism,Vandalism,45.518363056,-122.680219638,1/13/2022,1
800 BLOCK OF SW BROADWAY DR,22-902447,Property,Southwest Hills,1/25/2022,1135,Larceny Offenses,All Other Larceny,45.503722371,-122.686735531,1/25/2022,1
800 BLOCK OF SW KING AVE,22-17588,Property,Goose Hollow,1/19/2022,2025,Motor Vehicle Theft,Motor Vehicle Theft,45.522270785,-122.695455158,1/19/2022,1
800 BLOCK OF SW KING AVE,22-26086,Society,Goose Hollow,1/28/2022,0736,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.522270785,-122.695455158,1/28/2022,1
800 BLOCK OF SW YAMHILL ST,22-4789,Person,Downtown,1/6/2022,1123,Assault Offenses,Simple Assault,45.519049532,-122.681202199,1/6/2022,1
800 BLOCK OF SW YAMHILL ST,22-900030,Property,Downtown,1/2/2022,1500,Robbery,Robbery,45.519049532,-122.681202199,1/2/2022,1
800 BLOCK OF SW YAMHILL ST,22-900032,Property,Downtown,1/2/2022,1245,Larceny Offenses,Shoplifting,45.519049532,-122.681202199,1/2/2022,1
900 BLOCK OF LLOYD CENTER,22-21468,Property,Lloyd,1/23/2022,1446,Robbery,Robbery,45.531597757,-122.654510598,1/23/2022,1
900 BLOCK OF N ALBERTA ST,22-25452,Property,Humboldt,1/21/2022,2200,Burglary,Burglary,45.559050118,-122.676529946,1/27/2022,1
900 BLOCK OF N ANCHOR WAY,22-901804,Property,Bridgeton,1/20/2022,1125,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.603538037,-122.676381194,1/23/2022,1
900 BLOCK OF N COLUMBIA BLVD,22-11864,Person,Piedmont,1/13/2022,1805,Assault Offenses,Aggravated Assault,45.584090702,-122.676123342,1/13/2022,1
900 BLOCK OF N COLUMBIA BLVD,22-11864,Property,Piedmont,1/13/2022,1805,Vandalism,Vandalism,45.584090702,-122.676123342,1/13/2022,1
900 BLOCK OF N COLUMBIA BLVD,22-15223,Property,Piedmont,1/4/2022,1900,Larceny Offenses,All Other Larceny,45.584221513,-122.676605057,1/17/2022,1
900 BLOCK OF N COLUMBIA BLVD,22-28884,Property,Piedmont,1/31/2022,1125,Larceny Offenses,All Other Larceny,45.584221513,-122.676605057,1/31/2022,1
900 BLOCK OF N HARBOUR DR,22-15160,Property,Bridgeton,1/16/2022,1840,Burglary,Burglary,45.604229589,-122.676372563,1/17/2022,1
900 BLOCK OF N HARBOUR DR,22-900363,Property,Bridgeton,12/16/2021,0615,Fraud Offenses,Credit Card/ATM Fraud,45.604142079,-122.676357478,1/7/2022,1
900 BLOCK OF N HARBOUR DR,22-901356,Property,Bridgeton,1/17/2022,2115,Larceny Offenses,Theft From Motor Vehicle,45.604142079,-122.676357478,1/18/2022,1
900 BLOCK OF N HARBOUR DR,22-901956,Property,Bridgeton,1/12/2022,2100,Larceny Offenses,Theft From Motor Vehicle,45.604142079,-122.676357478,1/19/2022,1
900 BLOCK OF N HAYDEN ISLAND DR,22-5784,Property,Hayden Island,1/7/2022,0030,Motor Vehicle Theft,Motor Vehicle Theft,45.612018035,-122.676261111,1/7/2022,1
900 BLOCK OF N HAYDEN ISLAND DR,22-20400,Property,Hayden Island,1/15/2022,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.612018035,-122.676261111,1/22/2022,1
900 BLOCK OF N HAYDEN ISLAND DR,22-900312,Property,Hayden Island,1/8/2022,0601,Larceny Offenses,Theft From Motor Vehicle,45.612018035,-122.676261111,1/8/2022,1
900 BLOCK OF N HAYDEN ISLAND DR,22-901626,Property,Hayden Island,1/15/2022,1445,Larceny Offenses,Theft From Motor Vehicle,45.612018035,-122.676261111,1/15/2022,1
900 BLOCK OF N LOMBARD ST,22-19097,Property,Piedmont,1/21/2022,0911,Burglary,Burglary,45.577169680,-122.676643099,1/21/2022,1
900 BLOCK OF N MARINE DR,22-902847,Property,Bridgeton,1/28/2022,0300,Vandalism,Vandalism,45.602887778,-122.675511969,1/31/2022,1
900 BLOCK OF N SUMNER ST,22-900733,Property,Humboldt,1/5/2022,0830,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.560474291,-122.676518181,1/5/2022,1
900 BLOCK OF NE 22ND AVE,22-902341,Property,Kerns,1/16/2022,0920,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.529499341,-122.643481525,1/25/2022,1
900 BLOCK OF NE 55TH AVE,22-902687,Property,Rose City Park,1/28/2022,0524,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.529919525,-122.607561387,1/29/2022,1
900 BLOCK OF NE 61ST AVE,22-900890,Property,Rose City Park,1/7/2022,2230,Burglary,Burglary,45.530113899,-122.601291730,1/13/2022,1
900 BLOCK OF NE 61ST AVE,22-901985,Property,Rose City Park,1/21/2021,0740,Larceny Offenses,Theft From Building,45.530113899,-122.601291730,1/21/2022,1
900 BLOCK OF NE 78TH AVE,22-902878,Property,Montavilla,1/30/2022,0425,Larceny Offenses,Theft From Motor Vehicle,45.529508095,-122.582876152,1/30/2022,1
900 BLOCK OF NE 91ST AVE,22-7663,Property,Montavilla,1/8/2022,1553,Motor Vehicle Theft,Motor Vehicle Theft,45.529694990,-122.569798597,1/9/2022,1
900 BLOCK OF NE 94TH AVE,22-9485,Property,Montavilla,1/11/2022,1217,Larceny Offenses,All Other Larceny,45.529614918,-122.566930546,1/11/2022,1
900 BLOCK OF NE 94TH AVE,22-16486,Property,Montavilla,1/18/2022,1515,Larceny Offenses,All Other Larceny,45.529614421,-122.566805618,1/18/2022,1
900 BLOCK OF NE 122ND AVE,22-900979,Property,Hazelwood,1/3/2022,0815,Larceny Offenses,Theft From Coin-Operated Machine or Device,45.529241217,-122.537774131,1/4/2022,1
900 BLOCK OF NE HAZELFERN PL,22-22989,Property,Laurelhurst,1/24/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.529863644,-122.624305437,1/25/2022,1
900 BLOCK OF NE HAZELFERN PL,22-900413,Property,Laurelhurst,1/10/2022,1840,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.529863644,-122.624305437,1/12/2022,1
900 BLOCK OF NE JARRETT ST,22-900671,Property,King,1/5/2022,0200,Larceny Offenses,Theft From Motor Vehicle,45.564615907,-122.655612113,1/5/2022,1
900 BLOCK OF NE MARINE DR,22-5498,Property,Bridgeton,1/7/2022,0630,Motor Vehicle Theft,Motor Vehicle Theft,45.600800378,-122.655221171,1/7/2022,1
900 BLOCK OF NE MARINE DR,22-901816,Property,Bridgeton,1/21/2022,0005,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.600800378,-122.655221171,1/24/2022,1
900 BLOCK OF NE MARINE DR,22-902309,Property,Bridgeton,1/24/2022,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.600800378,-122.655221171,1/24/2022,1
900 BLOCK OF NE MARINE DR,22-902377,Property,Bridgeton,1/24/2022,0020,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.600800378,-122.655221171,1/24/2022,1
900 BLOCK OF NE MARINE DR,22-902378,Property,Bridgeton,1/21/2022,0055,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.600800378,-122.655221171,1/24/2022,1
900 BLOCK OF NE WINONA ST,22-902963,Property,Woodlawn,12/25/2021,0200,Burglary,Burglary,45.571126491,-122.654734458,1/31/2022,1
900 BLOCK OF NW 11TH AVE,22-902122,Property,Pearl,7/5/2021,2000,Larceny Offenses,Theft From Building,45.529728876,-122.682307354,1/22/2022,1
900 BLOCK OF NW 20TH AVE,22-3968,Property,Northwest,1/5/2022,1520,Motor Vehicle Theft,Motor Vehicle Theft,45.529544418,-122.692574527,1/5/2022,1
900 BLOCK OF NW 24TH AVE,22-971,Property,Northwest,1/2/2022,0755,Robbery,Robbery,45.529397203,-122.700563408,1/2/2022,1
900 BLOCK OF NW COUCH ST,22-900306,Property,Pearl,1/7/2022,1900,Larceny Offenses,Theft From Motor Vehicle,45.523656128,-122.680625857,1/8/2022,1
900 BLOCK OF NW DAVIS ST,22-1282,Property,Pearl,1/2/2022,1450,Larceny Offenses,Shoplifting,45.524456845,-122.680648804,1/2/2022,1
900 BLOCK OF NW EVERETT ST,22-4463,Property,Pearl,1/6/2022,0507,Burglary,Burglary,45.525081947,-122.680672813,1/6/2022,1
900 BLOCK OF NW FLANDERS ST,22-901149,Property,Pearl,1/10/2022,1725,Vandalism,Vandalism,45.525882515,-122.680703563,1/11/2022,1
900 BLOCK OF NW HOYT ST,22-13302,Property,Pearl,1/15/2022,0806,Larceny Offenses,All Other Larceny,45.527308259,-122.680754423,1/15/2022,1
900 BLOCK OF NW HOYT ST,22-900334,Property,Pearl,1/12/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.527308259,-122.680754423,1/12/2022,1
900 BLOCK OF NW HOYT ST,22-900562,Property,Pearl,1/9/2022,1735,Vandalism,Vandalism,45.527308259,-122.680754423,1/9/2022,1
900 BLOCK OF NW HOYT ST,22-901184,Property,Pearl,1/10/2022,2030,Larceny Offenses,Theft From Motor Vehicle,45.527308259,-122.680754423,1/11/2022,1
900 BLOCK OF NW HOYT ST,22-901355,Property,Pearl,1/12/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.527308259,-122.680754423,1/13/2022,1
900 BLOCK OF NW HOYT ST,22-901416,Property,Pearl,1/10/2022,0000,Vandalism,Vandalism,45.527308259,-122.680754423,1/14/2022,1
900 BLOCK OF NW HOYT ST,22-901438,Property,Pearl,1/4/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.527308259,-122.680754423,1/14/2022,1
900 BLOCK OF NW HOYT ST,22-901663,Property,Pearl,1/8/2022,2315,Larceny Offenses,Theft From Building,45.527308259,-122.680754423,1/19/2022,1
900 BLOCK OF NW HOYT ST,22-902787,Property,Pearl,1/23/2022,1255,Larceny Offenses,Theft From Building,45.527308259,-122.680754423,1/27/2022,1
900 BLOCK OF NW KEARNEY ST,22-4822,Person,Pearl,1/6/2022,1200,Assault Offenses,Simple Assault,45.529348210,-122.680824977,1/6/2022,1
900 BLOCK OF NW KEARNEY ST,22-24383,Person,Pearl,1/26/2022,1409,Assault Offenses,Simple Assault,45.529348210,-122.680824977,1/26/2022,1
900 BLOCK OF NW KEARNEY ST,22-900501,Property,Pearl,1/3/2022,1305,Burglary,Burglary,45.529348210,-122.680824977,1/6/2022,1
900 BLOCK OF NW KEARNEY ST,22-901103,Property,Pearl,9/11/2019,1130,Fraud Offenses,Identity Theft,45.529348210,-122.680824977,1/12/2022,1
900 BLOCK OF NW NAITO PKWY,22-8636,Property,Old Town/Chinatown,1/1/2022,1330,Motor Vehicle Theft,Motor Vehicle Theft,45.530086834,-122.675583463,1/10/2022,1
900 BLOCK OF NW NAITO PKWY,22-901781,Property,Old Town/Chinatown,1/16/2022,1130,Larceny Offenses,Theft From Motor Vehicle,45.530143513,-122.675488045,1/16/2022,1
900 BLOCK OF SE 7TH AVE,22-23596,Person,Buckman West,1/25/2022,1000,Assault Offenses,Intimidation,45.516145624,-122.658744070,1/25/2022,1
900 BLOCK OF SE 10TH AVE,22-17256,Property,Buckman West,1/19/2022,1342,Robbery,Robbery,45.516141216,-122.655617891,1/19/2022,1
900 BLOCK OF SE 11TH AVE,22-698,Property,Buckman West,1/1/2022,2105,Vandalism,Vandalism,45.516141044,-122.654603200,1/1/2022,1
900 BLOCK OF SE 12TH AVE,22-6615,Property,Buckman West,12/29/2021,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.516132967,-122.653716997,1/8/2022,1
900 BLOCK OF SE 37TH AVE,22-901537,Property,Sunnyside,1/15/2022,0255,Larceny Offenses,All Other Larceny,45.516090594,-122.625792221,1/18/2022,1
900 BLOCK OF SE 50TH AVE,22-18386,Person,Mt Tabor,1/20/2022,1454,Assault Offenses,Simple Assault,45.516272305,-122.611176002,1/20/2022,1
900 BLOCK OF SE HAWTHORNE BLVD,22-901129,Property,Buckman West,1/10/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.512264250,-122.656212177,1/11/2022,1
900 BLOCK OF SE SANDY BLVD,22-18104,Property,Buckman West,1/19/2022,1000,Motor Vehicle Theft,Motor Vehicle Theft,45.521111916,-122.656099325,1/20/2022,1
900 BLOCK OF SW 5TH AVE,22-23443,Person,Downtown,1/25/2022,1625,Assault Offenses,Simple Assault,45.517118499,-122.678427333,1/25/2022,1
900 BLOCK OF SW 6TH AVE,22-2603,Property,Downtown,1/4/2022,0443,Burglary,Burglary,45.517423458,-122.679563024,1/4/2022,1
900 BLOCK OF SW 6TH AVE,22-4040,Person,Downtown,1/1/2022,0030,Assault Offenses,Simple Assault,45.517423458,-122.679563024,1/5/2022,1
900 BLOCK OF SW 6TH AVE,22-900208,Property,Downtown,12/31/2021,1600,Larceny Offenses,Theft From Motor Vehicle,45.517423458,-122.679563024,1/1/2022,1
900 BLOCK OF SW 10TH AVE,22-13263,Property,Downtown,1/15/2022,0602,Burglary,Burglary,45.518358718,-122.683049016,1/15/2022,1
900 BLOCK OF SW 12TH AVE,22-24194,Property,Downtown,1/19/2022,0300,Burglary,Burglary,45.518901254,-122.685107167,1/26/2022,1
900 BLOCK OF SW 14TH AVE,22-1927,Property,Goose Hollow,1/3/2022,0930,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.519452202,-122.687153974,1/3/2022,1
900 BLOCK OF SW 14TH AVE,22-1927,Property,Goose Hollow,1/3/2022,0930,Fraud Offenses,Wire Fraud,45.519452202,-122.687153974,1/3/2022,1
900 BLOCK OF SW 14TH AVE,22-28025,Person,Goose Hollow,1/30/2022,1027,Assault Offenses,Intimidation,45.519452202,-122.687153974,1/30/2022,1
900 BLOCK OF SW DAVENPORT ST,22-900661,Property,Southwest Hills,1/5/2022,0000,Larceny Offenses,Theft From Motor Vehicle,45.505478781,-122.688008857,1/5/2022,1
900 BLOCK OF SW HARVEY MILK ST,22-902835,Property,Downtown,1/27/2022,2338,Larceny Offenses,Theft From Motor Vehicle,45.521848845,-122.680583768,1/28/2022,1
900 BLOCK OF SW KING AVE,22-900425,Property,Goose Hollow,1/5/2022,1621,Larceny Offenses,All Other Larceny,45.521628640,-122.695461552,1/12/2022,1
900 BLOCK OF SW KING AVE,22-900819,Property,Goose Hollow,1/13/2022,0232,Larceny Offenses,All Other Larceny,45.521628640,-122.695461552,1/13/2022,1
900 BLOCK OF SW MORRISON ST,22-6888,Person,Downtown,1/8/2022,1854,Assault Offenses,Aggravated Assault,45.519920057,-122.681594709,1/8/2022,1
900 BLOCK OF SW MORRISON ST,22-8060,Property,Downtown,1/10/2022,0218,Burglary,Burglary,45.519920057,-122.681594709,1/10/2022,1
900 BLOCK OF SW MORRISON ST,22-26422,Property,Downtown,1/26/2022,1845,Larceny Offenses,Theft From Building,45.519920057,-122.681594709,1/28/2022,1
900 BLOCK OF SW MORRISON ST,22-900743,Property,Downtown,1/4/2022,0910,Larceny Offenses,Theft From Building,45.519920057,-122.681594709,1/5/2022,1
900 BLOCK OF SW PARK AVE,22-4749,Property,Downtown,1/6/2022,0300,Larceny Offenses,All Other Larceny,45.517925671,-122.681436126,1/6/2022,1
900 BLOCK OF SW PLUM DR,22-900838,Property,Collins View,1/12/2022,0800,Larceny Offenses,All Other Larceny,45.455359177,-122.688882759,1/13/2022,1
900 BLOCK OF SW SALMON ST,22-5824,Property,Downtown,1/6/2022,1530,Larceny Offenses,Theft From Building,45.517915974,-122.682669035,1/7/2022,1
900 BLOCK OF SW ST CLAIR AVE,22-900405,Property,Goose Hollow,11/29/2021,1000,Larceny Offenses,All Other Larceny,45.521604190,-122.696740811,1/7/2022,1
900 BLOCK OF W BURNSIDE ST,22-900187,Property,Downtown,12/30/2021,2300,Larceny Offenses,All Other Larceny,45.522945960,-122.680602485,1/1/2022,1
1000 BLOCK OF N WATTS ST,22-11955,Property,Piedmont,1/13/2022,0000,Larceny Offenses,All Other Larceny,45.581420720,-122.677306355,1/13/2022,1
1000 BLOCK OF NE 2ND AVE,22-902462,Property,Lloyd,1/25/2022,0409,Vandalism,Vandalism,45.530430299,-122.663639797,1/25/2022,1
1000 BLOCK OF NE 7TH AVE,22-900944,Property,Lloyd,1/3/2022,2300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.530415921,-122.658568445,1/4/2022,1
1000 BLOCK OF NE 7TH AVE,22-901218,Property,Lloyd,12/31/2021,2300,Larceny Offenses,All Other Larceny,45.530415921,-122.658568445,1/10/2022,1
1000 BLOCK OF NE 9TH AVE,22-900546,Property,Lloyd,1/6/2022,1725,Larceny Offenses,Theft From Motor Vehicle,45.530408160,-122.656643668,1/9/2022,1
1000 BLOCK OF NE 9TH AVE,22-901718,Property,Lloyd,1/15/2022,0000,Vandalism,Vandalism,45.530408160,-122.656643668,1/15/2022,1
1000 BLOCK OF NE BROADWAY,22-27904,Property,Irvington,1/30/2022,0629,Burglary,Burglary,45.535096773,-122.655049411,1/30/2022,1
1000 BLOCK OF NE COLUMBIA BLVD,22-7511,Property,Sunderland,1/9/2022,0500,Burglary,Burglary,45.579134109,-122.654347122,1/9/2022,1
1000 BLOCK OF NE GRAND AVE,22-900976,Property,Lloyd,1/12/2022,0020,Larceny Offenses,Theft From Motor Vehicle,45.530424953,-122.660715780,1/12/2022,1
1000 BLOCK OF NE KILLINGSWORTH ST,22-901622,Property,Vernon,1/15/2022,0840,Larceny Offenses,Theft From Motor Vehicle,45.562774394,-122.654616465,1/15/2022,1
1000 BLOCK OF NE MULTNOMAH ST,22-1466,Person,Lloyd,1/2/2022,1853,Assault Offenses,Simple Assault,45.531447325,-122.655070923,1/2/2022,1
1000 BLOCK OF NE MULTNOMAH ST,22-24462,Property,Lloyd,1/21/2022,1600,Larceny Offenses,Theft From Motor Vehicle,45.531447325,-122.655070923,1/26/2022,1
1000 BLOCK OF NE MULTNOMAH ST,22-24462,Property,Lloyd,1/21/2022,1600,Vandalism,Vandalism,45.531447325,-122.655070923,1/26/2022,1
1000 BLOCK OF NE MULTNOMAH ST,22-901302,Property,Lloyd,1/8/2022,1530,Larceny Offenses,Theft From Motor Vehicle,45.531447325,-122.655070923,1/13/2022,1
1000 BLOCK OF NE MULTNOMAH ST,22-902728,Property,Lloyd,1/26/2022,1700,Larceny Offenses,Theft From Motor Vehicle,45.531447325,-122.655070923,1/28/2022,1
1000 BLOCK OF NE MULTNOMAH ST,22-902780,Property,Lloyd,1/27/2022,1100,Vandalism,Vandalism,45.531447325,-122.655070923,1/28/2022,1
1000 BLOCK OF NE MULTNOMAH ST,22-902784,Property,Lloyd,1/27/2022,0700,Larceny Offenses,Theft From Motor Vehicle,45.531447325,-122.655070923,1/27/2022,1
1000 BLOCK OF NE TILLAMOOK ST,22-902178,Property,Irvington,1/22/2022,0000,Larceny Offenses,Theft From Motor Vehicle,45.537508692,-122.655035571,1/23/2022,1
1000 BLOCK OF NW 10TH AVE,22-900173,Property,Pearl,1/1/2022,1730,Larceny Offenses,Theft From Motor Vehicle,45.530472006,-122.681317068,1/1/2022,1
1000 BLOCK OF NW 10TH AVE,22-901735,Property,Pearl,1/14/2022,2100,Larceny Offenses,Theft From Motor Vehicle,45.530472006,-122.681317068,1/15/2022,1
1000 BLOCK OF NW 16TH AVE,22-9501,Property,Northwest,1/11/2022,1234,Burglary,Burglary,45.530348183,-122.687542530,1/11/2022,1
1000 BLOCK OF NW 16TH AVE,22-900710,Property,Northwest,1/4/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.530348183,-122.687542530,1/5/2022,1
1000 BLOCK OF NW 16TH AVE,22-901105,Property,Northwest,12/26/2021,0320,Burglary,Burglary,45.530348183,-122.687542530,1/12/2022,1
1000 BLOCK OF NW 16TH AVE,22-901107,Property,Northwest,1/8/2022,0445,Larceny Offenses,All Other Larceny,45.530348183,-122.687542530,1/12/2022,1
1000 BLOCK OF NW 16TH AVE,22-901654,Property,Northwest,12/24/2021,0030,Burglary,Burglary,45.530348183,-122.687542530,1/15/2022,1
1000 BLOCK OF NW 19TH AVE,22-3580,Property,Northwest,1/5/2022,0710,Motor Vehicle Theft,Motor Vehicle Theft,45.530295644,-122.690444821,1/5/2022,1
1000 BLOCK OF NW 20TH AVE,22-20967,Property,Northwest,1/23/2022,0030,Vandalism,Vandalism,45.530257398,-122.692594256,1/23/2022,1
1000 BLOCK OF NW 20TH AVE,22-21413,Property,Northwest,1/19/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.530259779,-122.692469431,1/23/2022,1
1000 BLOCK OF NW 22ND AVE,22-1194,Person,Northwest,1/2/2022,1340,Assault Offenses,Simple Assault,45.530182592,-122.696655065,1/2/2022,2
1000 BLOCK OF NW 22ND AVE,22-8564,Person,Northwest,1/10/2022,1606,Assault Offenses,Simple Assault,45.530182592,-122.696655065,1/10/2022,2
1000 BLOCK OF NW 22ND AVE,22-8564,Property,Northwest,1/10/2022,1606,Vandalism,Vandalism,45.530182592,-122.696655065,1/10/2022,1
1000 BLOCK OF NW 22ND AVE,22-9798,Property,Northwest,1/11/2022,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.530182592,-122.696655065,1/11/2022,1
1000 BLOCK OF NW 22ND AVE,22-24449,Person,Northwest,1/26/2022,1529,Assault Offenses,Simple Assault,45.530182592,-122.696655065,1/26/2022,1
1000 BLOCK OF NW 22ND AVE,22-900550,Property,Northwest,1/9/2022,0745,Vandalism,Vandalism,45.530182592,-122.696655065,1/9/2022,1
1000 BLOCK OF NW 22ND AVE,22-902854,Property,Northwest,1/29/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.530182592,-122.696655065,1/30/2022,1
1000 BLOCK OF NW COUCH ST,22-22266,Property,Pearl,1/24/2022,1231,Larceny Offenses,Shoplifting,45.523727354,-122.681643421,1/24/2022,1
1000 BLOCK OF NW COUCH ST,22-22302,Property,Pearl,1/24/2022,1321,Vandalism,Vandalism,45.523727354,-122.681643421,1/24/2022,1
1000 BLOCK OF NW COUCH ST,22-902127,Property,Pearl,1/22/2022,1245,Larceny Offenses,Shoplifting,45.523727354,-122.681643421,1/22/2022,1
1000 BLOCK OF NW COUCH ST,22-902907,Property,Pearl,1/30/2022,1350,Larceny Offenses,Theft From Building,45.523727354,-122.681643421,1/30/2022,1
1000 BLOCK OF NW EVERETT ST,22-5539,Property,Pearl,1/7/2022,0722,Burglary,Burglary,45.525062697,-122.681686926,1/7/2022,1
1000 BLOCK OF NW EVERETT ST,22-900455,Property,Pearl,1/7/2022,0400,Larceny Offenses,Theft From Building,45.525062697,-122.681686926,1/7/2022,1
1000 BLOCK OF NW FLANDERS ST,22-240,Property,Pearl,1/1/2022,0810,Burglary,Burglary,45.525863265,-122.681717690,1/1/2022,1
1000 BLOCK OF NW LOVEJOY ST,22-3985,Property,Pearl,12/25/2021,0800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.530148644,-122.681874573,1/5/2022,1
1000 BLOCK OF NW NAITO PKWY,22-6074,Property,Old Town/Chinatown,1/7/2022,2058,Robbery,Robbery,45.530532563,-122.675951873,1/7/2022,1
1000 BLOCK OF SE 8TH AVE,22-20760,Property,Buckman West,1/22/2022,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.515430847,-122.657651490,1/22/2022,1
1000 BLOCK OF SE 11TH AVE,22-3200,Property,Buckman West,11/13/2021,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.515419792,-122.654731937,1/4/2022,1
1000 BLOCK OF SE 11TH AVE,22-900836,Property,Buckman West,1/3/2022,0920,Larceny Offenses,All Other Larceny,45.515419792,-122.654731937,1/11/2022,1
1000 BLOCK OF SE 11TH AVE,22-902136,Property,Buckman West,1/20/2022,1428,Larceny Offenses,All Other Larceny,45.515419792,-122.654731937,1/22/2022,1
1000 BLOCK OF SE 16TH AVE,22-1427,Property,Buckman East,1/2/2022,1755,Burglary,Burglary,45.515405020,-122.649661928,1/2/2022,1
1000 BLOCK OF SE 36TH AVE,22-18219,Property,Sunnyside,1/20/2022,1349,Larceny Offenses,All Other Larceny,45.515378819,-122.626893410,1/20/2022,1
1000 BLOCK OF SE 44TH AVE,22-900193,Property,Sunnyside,1/1/2022,1500,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.515361273,-122.617148120,1/1/2022,1
1000 BLOCK OF SE 49TH AVE,22-900916,Property,Sunnyside,12/29/2021,1200,Larceny Offenses,All Other Larceny,45.515688777,-122.612621665,1/4/2022,1
1000 BLOCK OF SE 60TH AVE,22-901653,Property,Mt Tabor,1/16/2022,1227,Larceny Offenses,All Other Larceny,45.515671196,-122.601912443,1/21/2022,1
1000 BLOCK OF SE 69TH AVE,22-20264,Property,Mt Tabor,1/22/2022,0900,Larceny Offenses,Theft From Motor Vehicle,45.515874651,-122.592268992,1/22/2022,1
1000 BLOCK OF SE 84TH AVE,22-17070,Property,Montavilla,12/31/2021,0500,Motor Vehicle Theft,Motor Vehicle Theft,45.515809163,-122.577128703,1/19/2022,1
1000 BLOCK OF SE 96TH AVE,22-13472,Property,Hazelwood,1/15/2022,1303,Robbery,Robbery,45.515606562,-122.564012832,1/15/2022,1
1000 BLOCK OF SE 96TH AVE,22-901933,Property,Hazelwood,1/19/2022,1905,Larceny Offenses,Shoplifting,45.515606562,-122.564012832,1/19/2022,1
1000 BLOCK OF SE 96TH AVE,22-902701,Property,Hazelwood,1/27/2022,1200,Larceny Offenses,Shoplifting,45.515606562,-122.564012832,1/28/2022,1
1000 BLOCK OF SE 106TH AVE,22-17348,Property,Mill Park,1/18/2022,2300,Larceny Offenses,Theft From Motor Vehicle,45.515349562,-122.554165397,1/19/2022,1
1000 BLOCK OF SE 113TH AVE,22-10810,Property,Mill Park,1/12/2022,1616,Larceny Offenses,All Other Larceny,45.515770383,-122.547035187,1/12/2022,1
1000 BLOCK OF SE 113TH AVE,22-13845,Property,Mill Park,1/15/2022,2200,Larceny Offenses,All Other Larceny,45.515770383,-122.547035187,1/15/2022,1
1000 BLOCK OF SE 122ND AVE,22-5580,Property,Mill Park,1/7/2022,0130,Larceny Offenses,Theft From Motor Vehicle,45.515475935,-122.537670412,1/7/2022,1
1000 BLOCK OF SE 122ND AVE,22-5615,Property,Mill Park,1/7/2022,0130,Larceny Offenses,Theft From Motor Vehicle,45.515475935,-122.537670412,1/7/2022,1
1000 BLOCK OF SE 122ND AVE,22-5616,Property,Mill Park,1/7/2022,0130,Larceny Offenses,Theft From Motor Vehicle,45.515475935,-122.537670412,1/7/2022,1
1000 BLOCK OF SE 135TH AVE,22-17350,Person,Hazelwood,1/19/2022,1527,Assault Offenses,Aggravated Assault,45.515583781,-122.524897696,1/19/2022,1
