Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
SW 2ND AVE / SW HARVEY MILK ST,22-19189,Society,Old Town/Chinatown,1/21/2022,1039,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.519989027,-122.673467564,1/21/2022,1
SW 2ND AVE / SW OAK ST,22-901304,Property,Old Town/Chinatown,1/17/2022,1530,Vandalism,Vandalism,45.520657076,-122.673106743,1/18/2022,1
SW 2ND AVE / SW PINE ST,22-902383,Property,Old Town/Chinatown,1/23/2022,1030,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.521322382,-122.672745808,1/23/2022,1
SW 3RD AVE / SW ALDER ST,22-9517,Property,Downtown,1/11/2022,1200,Larceny Offenses,Theft From Motor Vehicle,45.518919606,-122.675175105,1/11/2022,1
SW 3RD AVE / SW ALDER ST,22-9517,Property,Downtown,1/11/2022,1200,Vandalism,Vandalism,45.518919606,-122.675175105,1/11/2022,1
SW 3RD AVE / SW ALDER ST,22-13167,Property,Downtown,1/14/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.518919606,-122.675175105,1/15/2022,1
SW 3RD AVE / SW ALDER ST,22-27915,Property,Downtown,1/30/2022,0652,Vandalism,Vandalism,45.518919606,-122.675175105,1/30/2022,1
SW 3RD AVE / SW ANKENY ST,22-900685,Property,Downtown,1/5/2022,1400,Larceny Offenses,Theft From Motor Vehicle,45.522553669,-122.673358875,1/5/2022,1
SW 3RD AVE / SW MORRISON ST,22-12133,Person,Downtown,1/14/2022,0110,Assault Offenses,Aggravated Assault,45.518254292,-122.675535997,1/14/2022,1
SW 3RD AVE / SW MORRISON ST,22-26970,Property,Downtown,1/29/2022,0512,Larceny Offenses,Theft From Motor Vehicle,45.518254292,-122.675535997,1/29/2022,1
SW 3RD AVE / SW MORRISON ST,22-901318,Property,Downtown,1/18/2022,1225,Vandalism,Vandalism,45.518254292,-122.675535997,1/18/2022,1
SW 3RD AVE / SW MORRISON ST,22-901752,Property,Downtown,1/14/2022,2300,Vandalism,Vandalism,45.518254292,-122.675535997,1/15/2022,1
SW 3RD AVE / SW OAK ST,22-901339,Property,Downtown,1/17/2022,0845,Vandalism,Vandalism,45.520921024,-122.674092591,1/18/2022,1
SW 3RD AVE / SW PINE ST,22-15126,Property,Old Town/Chinatown,1/16/2022,0300,Larceny Offenses,Theft From Motor Vehicle,45.521591374,-122.673755277,1/17/2022,1
SW 3RD AVE / SW TAYLOR ST,22-5667,Property,Downtown,1/7/2022,1044,Motor Vehicle Theft,Motor Vehicle Theft,45.516920918,-122.676257649,1/7/2022,1
SW 3RD AVE / SW TAYLOR ST,22-15735,Property,Downtown,1/18/2022,0019,Larceny Offenses,Theft From Motor Vehicle,45.516920918,-122.676257649,1/18/2022,1
SW 3RD AVE / SW WASHINGTON ST,22-10868,Property,Downtown,1/12/2022,1919,Larceny Offenses,Theft From Motor Vehicle,45.519587660,-122.674814311,1/12/2022,1
SW 3RD AVE / SW YAMHILL ST,22-12046,Property,Downtown,1/13/2022,2247,Larceny Offenses,Theft From Motor Vehicle,45.517580603,-122.675904364,1/13/2022,1
SW 4TH AVE / SW ALDER ST,22-902853,Property,Downtown,1/30/2022,0055,Larceny Offenses,Theft From Motor Vehicle,45.519193838,-122.676196454,1/30/2022,1
SW 4TH AVE / SW ANKENY ST,22-900999,Property,Downtown,1/3/2022,1610,Vandalism,Vandalism,45.522528558,-122.674396137,1/3/2022,1
SW 4TH AVE / SW ANKENY ST,22-901122,Property,Downtown,1/11/2022,1645,Vandalism,Vandalism,45.522528558,-122.674396137,1/12/2022,1
SW 4TH AVE / SW CLAY ST,22-900349,Property,Downtown,1/7/2022,2055,Vandalism,Vandalism,45.513194896,-122.679447557,1/8/2022,1
SW 4TH AVE / SW CLAY ST,22-901448,Property,Downtown,1/9/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.513194896,-122.679447557,1/13/2022,1
SW 4TH AVE / SW COLUMBIA ST,22-901130,Property,Downtown,1/10/2022,1915,Larceny Offenses,Theft From Building,45.513862965,-122.679086849,1/11/2022,1
SW 4TH AVE / SW HARVEY MILK ST,22-16686,Property,Downtown,1/18/2022,2130,Robbery,Robbery,45.520527211,-122.675474771,1/18/2022,1
SW 4TH AVE / SW HARVEY MILK ST,22-23179,Property,Downtown,1/25/2022,0700,Larceny Offenses,Theft From Motor Vehicle,45.520527211,-122.675474771,1/25/2022,1
SW 4TH AVE / SW HARVEY MILK ST,22-23179,Property,Downtown,1/25/2022,0700,Vandalism,Vandalism,45.520527211,-122.675474771,1/25/2022,1
SW 4TH AVE / SW HARVEY MILK ST,22-902505,Property,Downtown,1/26/2022,0800,Larceny Offenses,Theft From Motor Vehicle,45.520527211,-122.675474771,1/26/2022,1
SW 4TH AVE / SW MILL ST,22-900536,Property,Downtown,1/5/2022,2330,Vandalism,Vandalism,45.511864237,-122.680169158,1/6/2022,1
SW 4TH AVE / SW MONTGOMERY ST,22-1657,Person,Downtown,1/3/2022,0015,Assault Offenses,Simple Assault,45.511187865,-122.680533424,1/3/2022,2
SW 4TH AVE / SW MONTGOMERY ST,22-1657,Property,Downtown,1/3/2022,0015,Robbery,Robbery,45.511187865,-122.680533424,1/3/2022,1
SW 4TH AVE / SW PINE ST,22-900028,Property,Downtown,12/31/2021,1830,Larceny Offenses,Theft From Motor Vehicle,45.521863320,-122.674753160,1/2/2022,1
SW 4TH AVE / SW TAYLOR ST,22-900553,Property,Downtown,1/9/2022,0015,Vandalism,Vandalism,45.517195141,-122.677278966,1/9/2022,1
SW 4TH AVE / SW YAMHILL ST,22-9575,Person,Downtown,1/11/2022,1350,Assault Offenses,Simple Assault,45.517849346,-122.676925482,1/11/2022,1
SW 4TH AVE / SW YAMHILL ST,22-902913,Property,Downtown,1/30/2022,1515,Vandalism,Vandalism,45.517849346,-122.676925482,1/31/2022,1
SW 5TH AVE / SW ALDER ST,22-25447,Person,Downtown,1/27/2022,1520,Assault Offenses,Simple Assault,45.519470952,-122.677210117,1/27/2022,1
SW 5TH AVE / SW ANKENY ST,22-15407,Property,Downtown,1/17/2022,1610,Stolen Property Offenses,Stolen Property Offenses,45.522575395,-122.675545442,1/17/2022,1
SW 5TH AVE / SW HARVEY MILK ST,22-900708,Property,Downtown,12/31/2021,1220,Larceny Offenses,Purse-Snatching,45.520798699,-122.676496045,1/5/2022,1
SW 5TH AVE / SW JACKSON ST,22-8276,Property,Downtown,1/9/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.508808852,-122.683001901,1/10/2022,1
SW 5TH AVE / SW MARKET ST,22-900576,Property,Downtown,1/9/2022,0000,Vandalism,Vandalism,45.512803759,-122.680829617,1/9/2022,1
SW 5TH AVE / SW MARKET ST,22-900924,Property,Downtown,1/10/2022,1544,Larceny Offenses,Theft From Motor Vehicle,45.512803759,-122.680829617,1/11/2022,1
SW 5TH AVE / SW OAK ST,22-10520,Property,Downtown,1/12/2022,0500,Burglary,Burglary,45.521472315,-122.676131564,1/12/2022,1
SW 5TH AVE / SW TAYLOR ST,22-901552,Property,Downtown,1/14/2022,1630,Larceny Offenses,Theft From Motor Vehicle,45.517466539,-122.678304088,1/15/2022,1
SW 5TH AVE / SW YAMHILL ST,22-19242,Property,Downtown,1/21/2022,1128,Vandalism,Vandalism,45.518134530,-122.677947240,1/21/2022,1
SW 6TH AVE / SW COLUMBIA ST,22-20741,Property,Downtown,1/22/2022,1937,Larceny Offenses,Theft From Building,45.514408611,-122.681129306,1/22/2022,1
SW 6TH AVE / SW SALMON ST,22-800081,Property,Downtown,1/11/2022,0036,Arson,Arson,45.517075417,-122.679686261,1/11/2022,1
SW 6TH AVE / SW WASHINGTON ST,22-901578,Property,Downtown,1/20/2022,0200,Larceny Offenses,Theft From Motor Vehicle,45.520407599,-122.677878311,1/20/2022,1
SW 9TH AVE / SW HARVEY MILK ST,22-901389,Property,Downtown,1/18/2022,1800,Vandalism,Vandalism,45.521757246,-122.680061145,1/18/2022,1
SW 9TH AVE / SW HARVEY MILK ST,22-901928,Property,Downtown,1/18/2022,1800,Larceny Offenses,Theft From Motor Vehicle,45.521757246,-122.680061145,1/18/2022,1
SW 10TH AVE / SW CLAY ST,22-902163,Property,Downtown,1/11/2022,1925,Larceny Offenses,Theft From Motor Vehicle,45.514680925,-122.684991600,1/11/2022,1
SW 10TH AVE / SW COLUMBIA ST,22-20673,Property,Downtown,1/22/2022,1805,Robbery,Robbery,45.515346269,-122.684630843,1/22/2022,1
SW 10TH AVE / SW COLUMBIA ST,22-901348,Property,Downtown,1/14/2022,0000,Vandalism,Vandalism,45.515346269,-122.684630843,1/18/2022,1
SW 10TH AVE / SW MORRISON ST,22-4470,Person,Downtown,1/6/2022,0511,Assault Offenses,Simple Assault,45.520009204,-122.682101612,1/6/2022,1
SW 10TH AVE / SW TAYLOR ST,22-900919,Property,Downtown,1/3/2022,2330,Larceny Offenses,Theft From Motor Vehicle,45.518678605,-122.682819338,1/4/2022,1
SW 10TH AVE / SW TAYLOR ST,22-901562,Property,Downtown,1/19/2022,1745,Larceny Offenses,Theft From Motor Vehicle,45.518678605,-122.682819338,1/20/2022,1
SW 10TH AVE / SW YAMHILL ST,22-901802,Property,Downtown,1/16/2022,1300,Larceny Offenses,Theft From Motor Vehicle,45.519335569,-122.682466013,1/16/2022,1
SW 11TH AVE / SW ALDER ST,22-28506,Property,Downtown,1/30/2022,1930,Larceny Offenses,Theft From Motor Vehicle,45.520948712,-122.682762199,1/30/2022,1
SW 11TH AVE / SW ALDER ST,22-28578,Property,Downtown,1/30/2022,2100,Larceny Offenses,Theft From Motor Vehicle,45.520948712,-122.682762199,1/30/2022,1
SW 11TH AVE / SW ALDER ST,22-902911,Property,Downtown,1/30/2022,1130,Vandalism,Vandalism,45.520948712,-122.682762199,1/30/2022,1
SW 11TH AVE / SW CLAY ST,22-344,Person,Downtown,1/1/2022,0830,Assault Offenses,Aggravated Assault,45.514952255,-122.686016714,1/1/2022,1
SW 11TH AVE / SW CLAY ST,22-901353,Property,Downtown,1/17/2022,0300,Vandalism,Vandalism,45.514952255,-122.686016714,1/18/2022,1
SW 11TH AVE / SW JEFFERSON ST,22-901592,Property,Downtown,1/9/2022,0200,Larceny Offenses,Theft From Motor Vehicle,45.516285839,-122.685287516,1/18/2022,1
SW 11TH AVE / SW JEFFERSON ST,22-902929,Property,Downtown,1/29/2022,1800,Vandalism,Vandalism,45.516285839,-122.685287516,1/30/2022,1
SW 11TH AVE / SW JEFFERSON ST,22-903021,Property,Downtown,1/29/2022,1115,Larceny Offenses,All Other Larceny,45.516285839,-122.685287516,1/31/2022,1
SW 11TH AVE / SW JEFFERSON ST,22-903022,Property,Downtown,1/28/2022,1630,Larceny Offenses,Theft From Building,45.516285839,-122.685287516,1/31/2022,1
SW 11TH AVE / SW MARKET ST,22-16297,Property,Downtown,1/14/2022,1330,Motor Vehicle Theft,Motor Vehicle Theft,45.514286980,-122.686373553,1/18/2022,1
SW 11TH AVE / SW WASHINGTON ST,22-902932,Property,Downtown,1/30/2022,1045,Vandalism,Vandalism,45.521616790,-122.682401480,1/30/2022,1
SW 11TH AVE / W BURNSIDE ST,22-28176,Property,Downtown,1/30/2022,1408,Vandalism,Vandalism,45.522966507,-122.682121594,1/30/2022,1
SW 12TH AVE / SW JEFFERSON ST,22-20968,Property,Downtown,1/23/2022,0057,Vandalism,Vandalism,45.516557240,-122.686308761,1/23/2022,1
SW 12TH AVE / SW MILL ST,22-901865,Property,Downtown,12/8/2021,1900,Vandalism,Vandalism,45.513884868,-122.687751271,1/24/2022,1
SW 12TH AVE / SW TAYLOR ST,22-901299,Property,Downtown,1/18/2022,0100,Vandalism,Vandalism,45.519215810,-122.684869488,1/18/2022,1
SW 13TH AVE / SW MAIN ST,22-551,Person,Downtown,1/1/2022,1543,Assault Offenses,Simple Assault,45.518154519,-122.686573207,1/1/2022,1
SW 13TH AVE / SW MAIN ST,22-7694,Property,Downtown,1/9/2022,1635,Robbery,Robbery,45.518154519,-122.686573207,1/9/2022,1
SW 14TH AVE / SW HARRISON ST,22-901084,Property,Goose Hollow,1/10/2022,0815,Vandalism,Vandalism,45.513113196,-122.690523514,1/10/2022,1
SW 16TH AVE / SW TAYLOR ST,22-9383,Property,Goose Hollow,1/11/2022,0900,Motor Vehicle Theft,Motor Vehicle Theft,45.520294710,-122.688872507,1/11/2022,1
SW 16TH AVE / SW YAMHILL ST,22-13595,Property,Goose Hollow,1/14/2022,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.520962808,-122.688511864,1/15/2022,1
SW 17TH AVE / SW JEFFERSON ST,22-900607,Property,Goose Hollow,11/10/2021,1900,Larceny Offenses,Theft From Motor Vehicle,45.517758505,-122.691373998,1/9/2022,1
SW 18TH AVE / SW TAYLOR ST,22-23102,Property,Goose Hollow,1/25/2022,1009,Larceny Offenses,Purse-Snatching,45.520827588,-122.690856258,1/25/2022,1
SW 18TH AVE / SW YAMHILL ST,22-8118,Person,Goose Hollow,1/10/2022,0354,Assault Offenses,Aggravated Assault,45.521492876,-122.690499430,1/10/2022,1
SW 19TH AVE / SW MADISON ST,22-28049,Property,Goose Hollow,1/30/2022,1055,Vandalism,Vandalism,45.518944304,-122.693359489,1/30/2022,1
SW 19TH AVE / SW MADISON ST,22-902639,Property,Goose Hollow,1/27/2022,1600,Larceny Offenses,Theft From Motor Vehicle,45.518944304,-122.693359489,1/27/2022,1
SW ALDER ST / SW BROADWAY,22-902139,Property,Downtown,1/21/2022,1827,Larceny Offenses,Theft From Motor Vehicle,45.520013740,-122.679260453,1/22/2022,1
SW ALDER ST / SW PARK AVE,22-900760,Property,Downtown,1/4/2022,1735,Larceny Offenses,Theft From Motor Vehicle,45.520272523,-122.680226607,1/4/2022,1
SW ALDER ST / SW PARK AVE,22-901164,Property,Downtown,1/2/2022,1400,Larceny Offenses,Theft From Building,45.520272523,-122.680226607,1/3/2022,1
SW ALDER ST / SW PARK AVE,22-901480,Property,Downtown,1/12/2022,0410,Larceny Offenses,Theft From Motor Vehicle,45.520272523,-122.680226607,1/13/2022,1
SW ALDER ST / SW PARK AVE,22-902481,Property,Downtown,1/25/2022,0600,Larceny Offenses,Theft From Motor Vehicle,45.520272523,-122.680226607,1/25/2022,1
SW ASH ST / SW 2ND AVE,22-900926,Property,Old Town/Chinatown,1/11/2022,1635,Larceny Offenses,Theft From Motor Vehicle,45.522001322,-122.672389289,1/11/2022,1
SW BARBUR BLVD / SW BERTHA BLVD,22-23218,Property,Hillsdale,1/25/2022,1230,Larceny Offenses,Theft From Motor Vehicle,45.470821455,-122.688378627,1/25/2022,1
SW BARBUR BLVD / SW BERTHA BLVD,22-23218,Property,Hillsdale,1/25/2022,1230,Vandalism,Vandalism,45.470821455,-122.688378627,1/25/2022,1
SW BOONES FERRY RD / SW PALATINE ST,22-902690,Property,Arnold Creek,1/29/2022,1215,Vandalism,Vandalism,45.444479802,-122.686460477,1/29/2022,1
SW BROADWAY / SW 6TH AVE,22-21534,Property,South Portland,1/20/2022,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.507152571,-122.684253229,1/23/2022,1
SW BROADWAY / SW HALL ST,22-902297,Property,Downtown,1/20/2022,2130,Larceny Offenses,Theft From Motor Vehicle,45.510682526,-122.684314854,1/24/2022,1
SW BROADWAY / SW HARRISON ST,22-27242,Person,Downtown,1/29/2022,1318,Assault Offenses,Simple Assault,45.511350611,-122.683954219,1/29/2022,1
SW BROADWAY / SW HARVEY MILK ST,22-28006,Property,Downtown,1/30/2022,0100,Larceny Offenses,Theft From Motor Vehicle,45.521347132,-122.678538832,1/30/2022,1
SW BROADWAY / SW HARVEY MILK ST,22-901252,Property,Downtown,1/10/2022,0000,Larceny Offenses,Theft From Motor Vehicle,45.521347132,-122.678538832,1/10/2022,1
SW BROADWAY / SW HARVEY MILK ST,22-901593,Property,Downtown,1/16/2022,0850,Larceny Offenses,Theft From Motor Vehicle,45.521347132,-122.678538832,1/18/2022,1
SW BROADWAY / SW HARVEY MILK ST,22-901756,Property,Downtown,1/15/2022,2200,Larceny Offenses,Theft From Motor Vehicle,45.521347132,-122.678538832,1/16/2022,1
SW COLUMBIA ST / SW 18TH AVE,22-902795,Property,Goose Hollow,1/28/2022,2345,Larceny Offenses,Theft From Motor Vehicle,45.517555867,-122.692935094,1/29/2022,1
SW CORONADO ST / SW BOONES FERRY RD,22-900590,Property,,1/9/2022,1525,Larceny Offenses,Theft From Motor Vehicle,45.442841650,-122.686611853,1/9/2022,1
SW FAIRHAVEN DR / SW FAIRVIEW BLVD,22-902147,Property,Sylvan-Highlands,1/23/2022,1230,Larceny Offenses,Theft From Motor Vehicle,45.515130690,-122.722478022,1/23/2022,1
SW FAIRMOUNT BLVD / SW MARQUAM HILL RD,22-903032,Property,Southwest Hills,1/31/2022,0830,Larceny Offenses,Theft From Motor Vehicle,45.495161078,-122.697996546,1/31/2022,1
SW FAIRVIEW BLVD / SW KNIGHTS BLVD,22-900583,Property,Sylvan-Highlands,1/9/2022,1600,Larceny Offenses,Theft From Motor Vehicle,45.514625055,-122.717833636,1/9/2022,1
SW HALL ST / SW 6TH AVE,22-900358,Property,Downtown,1/7/2022,2000,Larceny Offenses,Theft From Motor Vehicle,45.510413700,-122.683301629,1/8/2022,1
SW HARVEY MILK ST / SW 10TH AVE,22-20440,Property,Downtown,1/22/2022,1347,Larceny Offenses,Theft From Building,45.522020765,-122.681066545,1/22/2022,1
SW HARVEY MILK ST / SW 10TH AVE,22-23838,Person,Downtown,1/26/2022,0039,Assault Offenses,Aggravated Assault,45.522020765,-122.681066545,1/26/2022,1
SW HARVEY MILK ST / SW 10TH AVE,22-23838,Society,Downtown,1/26/2022,0039,Weapon Law Violations,Weapons Law Violations,45.522020765,-122.681066545,1/26/2022,1
SW HARVEY MILK ST / SW 11TH AVE,22-900418,Property,Downtown,1/7/2022,0100,Larceny Offenses,Theft From Motor Vehicle,45.522294945,-122.682087978,1/12/2022,1
SW KINGSTON AVE / SW KINGSTON DR,22-901334,Property,Arlington Heights,1/9/2022,1330,Larceny Offenses,Theft From Motor Vehicle,45.518132727,-122.706656297,1/9/2022,1
SW LINCOLN ST / SW 1ST AVE,22-22964,Property,Downtown,1/24/2022,1915,Larceny Offenses,Theft From Motor Vehicle,45.507950030,-122.678668772,1/25/2022,1
SW LINCOLN ST / SW 1ST AVE,22-22964,Property,Downtown,1/24/2022,1915,Vandalism,Vandalism,45.507950030,-122.678668772,1/25/2022,1
SW MAIN ST / SW 1ST AVE,22-902722,Property,Downtown,1/28/2022,0600,Larceny Offenses,Theft From Motor Vehicle,45.515075394,-122.675047365,1/28/2022,1
SW MAIN ST / SW 19TH AVE,22-903040,Property,Goose Hollow,1/31/2022,1725,Vandalism,Vandalism,45.519631830,-122.692987950,1/31/2022,1
SW MONTGOMERY DR / SW AUDREY LN,22-902507,Property,Southwest Hills,1/24/2022,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.506379139,-122.704775385,1/26/2022,1
SW MONTGOMERY ST / SW 12TH AVE,22-13164,Property,Downtown,1/15/2022,0241,Larceny Offenses,Theft From Motor Vehicle,45.513227664,-122.688116199,1/15/2022,1
SW MONTGOMERY ST / SW 12TH AVE,22-13164,Property,Downtown,1/15/2022,0241,Vandalism,Vandalism,45.513227664,-122.688116199,1/15/2022,1
SW MORRISON ST / SW 4TH AVE,22-902142,Property,Downtown,1/21/2022,1010,Larceny Offenses,Theft From Motor Vehicle,45.518525779,-122.676557230,1/21/2022,1
SW MORRISON ST / SW 5TH AVE,22-901676,Property,Downtown,1/12/2022,1820,Larceny Offenses,Shoplifting,45.518800000,-122.677578577,1/17/2022,1
SW MORRISON ST / SW 5TH AVE,22-901678,Property,Downtown,1/16/2022,1730,Larceny Offenses,Shoplifting,45.518800000,-122.677578577,1/17/2022,1
SW MORRISON ST / SW 5TH AVE,22-901695,Property,Downtown,1/17/2022,1205,Larceny Offenses,Shoplifting,45.518800000,-122.677578577,1/17/2022,1
SW MORRISON ST / SW 5TH AVE,22-901971,Property,Downtown,1/17/2022,1720,Larceny Offenses,Shoplifting,45.518800000,-122.677578577,1/19/2022,1
SW NAITO PKWY / SW JEFFERSON ST,22-901739,Property,Downtown,1/19/2022,1832,Vandalism,Vandalism,45.513424435,-122.674718763,1/19/2022,1
SW OAK ST / SW 9TH AVE,22-379,Person,Downtown,1/1/2022,1204,Assault Offenses,Simple Assault,45.522519803,-122.680070908,1/1/2022,1
SW OAK ST / SW 9TH AVE,22-379,Property,Downtown,1/1/2022,1204,Vandalism,Vandalism,45.522519803,-122.680070908,1/1/2022,1
SW PARK AVE / SW COLUMBIA ST,22-13418,Property,Downtown,1/15/2022,1131,Vandalism,Vandalism,45.515077150,-122.683633132,1/15/2022,1
SW PARK AVE / SW MORRISON ST,22-901272,Property,Downtown,1/10/2022,1000,Vandalism,Vandalism,45.519604451,-122.680587342,1/10/2022,1
SW SALMON ST / SW 18TH AVE,22-24797,Society,Goose Hollow,1/26/2022,2252,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.520014601,-122.691476681,1/26/2022,1
SW SALMON ST / SW PARK AVE,22-5985,Property,Downtown,1/7/2022,1841,Larceny Offenses,Theft From Motor Vehicle,45.517741023,-122.682201782,1/7/2022,1
SW SALMON ST / SW PARK AVE,22-902144,Property,Downtown,1/22/2022,1648,Larceny Offenses,Theft From Motor Vehicle,45.517741023,-122.682201782,1/23/2022,1
SW ST CLAIR AVE / SW KINGS CT,22-902587,Property,Goose Hollow,1/23/2022,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.519923757,-122.696808498,1/26/2022,1
SW TAYLOR ST / I405 FWY NB,22-902440,Property,Downtown,1/25/2022,1240,Vandalism,Vandalism,45.519605615,-122.686301243,1/25/2022,1
SW TERWILLIGER BLVD / SW PRIMROSE ST,22-902184,Property,Collins View,1/21/2022,1735,Larceny Offenses,Theft From Motor Vehicle,45.459481231,-122.684943870,1/21/2022,1
SW VISTA AVE / SW SPRING ST,22-901559,Property,Southwest Hills,1/19/2022,0900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.509306122,-122.699078607,1/20/2022,1
SW WASHINGTON ST / SW 14TH AVE,22-902991,Property,Downtown,1/27/2022,2200,Vandalism,Vandalism,45.522447270,-122.685477822,1/31/2022,1
SW YAMHILL ST / SW 20TH PL,22-21710,Property,Goose Hollow,1/23/2022,1000,Motor Vehicle Theft,Motor Vehicle Theft,45.522277735,-122.693367265,1/23/2022,1
SW YAMHILL ST / SW PARK AVE,22-902604,Property,Downtown,1/25/2022,1555,Larceny Offenses,Shoplifting,45.518939120,-122.680948175,1/26/2022,1
SW ZOO RD / SW SUNSET HWY WB,22-26300,Property,Sylvan-Highlands,1/28/2022,1118,Vandalism,Vandalism,45.507250852,-122.718923107,1/28/2022,1
UNKNOWN ADDRESS,22-307,Person,,1/1/2022,0952,Assault Offenses,Simple Assault,,,1/1/2022,1
UNKNOWN ADDRESS,22-480,Property,,12/29/2021,1800,Motor Vehicle Theft,Motor Vehicle Theft,,,1/1/2022,1
UNKNOWN ADDRESS,22-1114,Property,,1/1/2022,2230,Motor Vehicle Theft,Motor Vehicle Theft,,,1/2/2022,1
UNKNOWN ADDRESS,22-1644,Property,,1/2/2022,2359,Vandalism,Vandalism,,,1/3/2022,1
UNKNOWN ADDRESS,22-1645,Property,,1/2/2022,2215,Motor Vehicle Theft,Motor Vehicle Theft,,,1/2/2022,1
UNKNOWN ADDRESS,22-3136,Property,,1/3/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,,,1/4/2022,1
UNKNOWN ADDRESS,22-3217,Property,,1/4/2022,1732,Motor Vehicle Theft,Motor Vehicle Theft,,,1/4/2022,1
UNKNOWN ADDRESS,22-4721,Society,,1/6/2022,1013,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,1/6/2022,1
UNKNOWN ADDRESS,22-5635,Property,,1/7/2022,1006,Larceny Offenses,Shoplifting,,,1/7/2022,1
UNKNOWN ADDRESS,22-6499,Property,,1/8/2022,0800,Burglary,Burglary,,,1/8/2022,1
UNKNOWN ADDRESS,22-6593,Property,,1/8/2022,1152,Motor Vehicle Theft,Motor Vehicle Theft,,,1/8/2022,1
UNKNOWN ADDRESS,22-7126,Property,,1/9/2022,0044,Vandalism,Vandalism,,,1/9/2022,1
UNKNOWN ADDRESS,22-8499,Property,,1/9/2022,2200,Vandalism,Vandalism,,,1/10/2022,1
UNKNOWN ADDRESS,22-8634,Property,,1/9/2022,1700,Motor Vehicle Theft,Motor Vehicle Theft,,,1/10/2022,1
UNKNOWN ADDRESS,22-9100,Property,,1/10/2022,0000,Larceny Offenses,Theft From Motor Vehicle,,,1/11/2022,1
UNKNOWN ADDRESS,22-9100,Property,,1/10/2022,0000,Vandalism,Vandalism,,,1/11/2022,1
UNKNOWN ADDRESS,22-9840,Person,,1/11/2022,1911,Assault Offenses,Simple Assault,,,1/11/2022,2
UNKNOWN ADDRESS,22-9881,Person,,1/11/2022,2008,Assault Offenses,Aggravated Assault,,,1/11/2022,1
